gene	scaffold	length	FB	FLM	RPKM_FB	RPKM_FLM	log2ratio	pval	padj
GSTUMT00000462001 	scaffold_197	2004	1459	2951	9.8239522	23.10172209	1.233540554	0.705803519	1
GSTUMT00000463001 	scaffold_197	1527	277	683	2.447763182	7.017049326	1.519016829	0.655428796	1
GSTUMT00000464001 	scaffold_197	1188	55	38	0.624704903	0.501810817	-0.315466723	0.981459727	1
GSTUMT00000465001 	scaffold_197	890	640	454	9.703281557	8.00274003	-0.277947101	0.980942131	1
GSTUMT00000469001 	scaffold_195	923	1492	1402	21.81201502	23.82973295	0.12763413	0.933040101	1
GSTUMT00000470001 	scaffold_195	1377	1829	954	17.92290617	10.86894265	-0.721540751	0.885830738	1
GSTUMT00000471001 	scaffold_195	1783	1942	316	14.69692738	2.780408466	-2.401725195	0.563453676	1
GSTUMT00000472001 	scaffold_195	2846	5986	2126	28.38118226	11.719288	-1.275977499	0.770348868	1
GSTUMT00000473001 	scaffold_195	2933	7593	1242	34.93252696	6.643277525	-2.394428068	0.562641236	1
GSTUMT00000474001 	scaffold_195	1328	294	26	2.987293689	0.307148314	-3.27762514	0.451088819	1
GSTUMT00000476001 	scaffold_195	1518	3221	2086	28.63173193	21.55834389	-0.409352055	0.952071722	1
GSTUMT00000478001 	scaffold_195	5400	3088	1641	7.716354968	4.767466873	-0.694580971	0.891213591	1
GSTUMT00000479001 	scaffold_195	630	814	772	17.43462142	19.22425921	0.140965266	0.930610493	1
GSTUMT00000480001 	scaffold_195	1410	462	190	4.421315725	2.114011527	-1.064136502	0.817822877	1
GSTUMT00000481001 	scaffold_195	1072	2749	1030	34.60259108	15.07354154	-1.198807639	0.786481827	1
GSTUMT00000482001 	scaffold_195	2337	828	178	4.780796858	1.19490713	-1.999447483	0.63606649	1
GSTUMT00000483001 	scaffold_195	937	124	202	1.785709299	3.382085958	0.92103491	0.776300144	1
GSTUMT00000489001 	scaffold_195	2655	2346	3459	11.92318132	20.43896497	0.777502506	0.796335744	1
GSTUMT00000491001 	scaffold_195	1402	44	305	0.423480414	3.412908842	3.007654644	0.431408111	1
GSTUMT00000492001 	scaffold_198	1635	219	891	1.807403104	8.549344348	2.241266224	0.531237596	1
GSTUMT00000495001 	scaffold_198	2070	2566	10659	16.72688121	80.7828144	2.271811546	0.522103635	1
GSTUMT00000496001 	scaffold_198	777	2	2	0.034732628	0.040381444	0.211741956	1	1
GSTUMT00000497001 	scaffold_198	1035	688	145	8.96967597	2.19786248	-2.028459322	0.632076576	1
GSTUMT00000498001 	scaffold_198	1119	1637	190	19.74000502	2.663767876	-2.889113667	0.487373032	1
GSTUMT00000499001 	scaffold_198	951	26	1	0.368910908	0.01649652	-4.402037911	0.540285242	1
GSTUMT00000500001 	scaffold_198	2649	1782	239	9.077252314	1.415431334	-2.680153922	0.518803659	1
GSTUMT00000502001 	scaffold_199	1338	2317	1677	23.36676476	19.66300148	-0.24896281	0.986583633	1
GSTUMT00000503001 	scaffold_199	860	468	324	7.34304294	5.910434676	-0.313066186	0.973797604	1
GSTUMT00000504001 	scaffold_199	2104	2190	2704	14.04517146	20.16200948	0.521534037	0.849390416	1
GSTUMT00000505001 	scaffold_199	957	30	33	0.422997678	0.540972097	0.354162214	0.910672505	1
GSTUMT00000506001 	scaffold_199	2285	1444	1234	8.527262941	8.472309609	-0.009326335	0.962379966	1
GSTUMT00000507001 	scaffold_199	829	2120	306	34.50722188	5.790815907	-2.574852485	0.535019078	1
GSTUMT00000508001 	scaffold_199	828	3663	3365	59.69462769	63.75695902	0.09498018	0.939742223	1
GSTUMT00000511001 	scaffold_199	4350	1064	944	3.300509879	3.404517729	0.04474818	0.950949027	1
GSTUMT00000520001 	scaffold_203	1398	439	540	4.237268796	6.059816192	0.516037002	0.852450196	1
GSTUMT00000524001 	scaffold_192	661	3	18	0.061241873	0.427212458	2.782369398	0.639835293	1
GSTUMT00000526001 	scaffold_192	1563	550	763	4.748236886	7.658406645	0.689536917	0.816008894	1
GSTUMT00000527001 	scaffold_192	435	22	160	0.682436253	5.770369032	3.078034899	0.437384987	1
GSTUMT00000528001 	scaffold_192	1087	25	18546	0.310340982	267.6662251	9.747729288	0.043541231	1
GSTUMT00000530001 	scaffold_192	2243	37	3055	0.222587677	21.36755368	6.578504779	0.128661035	1
GSTUMT00000531001 	scaffold_192	1482	17	7528	0.154785183	79.69008124	8.998716443	0.056710564	1
GSTUMT00000532001 	scaffold_192	959	14	356	0.19698724	5.823770519	4.878721856	0.242140149	1
GSTUMT00000533001 	scaffold_192	1164	0	14	0	0.18868958	7.567496622	0.488499546	1
GSTUMT00000534001 	scaffold_192	1467	13	126	0.119575417	1.347451971	3.483296431	0.397871409	1
GSTUMT00000535001 	scaffold_192	4433	1401	5188	4.264509341	18.36010239	2.105862752	0.54923658	1
GSTUMT00000536001 	scaffold_192	3347	5542	5017	22.34289657	23.51588087	0.073815923	0.944216458	1
GSTUMT00000537001 	scaffold_192	1476	686	14810	6.271427763	157.4133508	4.649399311	0.243042173	1
GSTUMT00000538001 	scaffold_192	1125	21	20	0.251881017	0.27890117	0.146458774	0.956377847	1
GSTUMT00000539001 	scaffold_192	770	80	36	1.40193516	0.733473856	-0.93366529	0.861380686	1
GSTUMT00000541001 	scaffold_200	2592	5871	1497	30.5636874	9.060656496	-1.754019104	0.676930256	1
GSTUMT00000542001 	scaffold_200	1436	787	90	7.395183562	0.983243156	-2.909694349	0.488405119	1
GSTUMT00000543001 	scaffold_200	1137	1766	21	20.95843744	0.289755503	-6.171649687	0.170068953	1
GSTUMT00000544001 	scaffold_200	1735	31251	2693	243.0485899	24.35060394	-3.319161995	0.422828939	1
GSTUMT00000545001 	scaffold_200	891	19664	816	297.7987205	14.36763603	-4.373347378	0.300833147	1
GSTUMT00000546001 	scaffold_200	1608	99684	2837	836.504108	27.67872968	-4.917472591	0.250922277	1
GSTUMT00000548001 	scaffold_200	2253	20427	2413	122.3410105	16.80230999	-2.864102534	0.487584724	1
GSTUMT00000549001 	scaffold_200	1838	5375	370	39.46041311	3.158123285	-3.642846475	0.382485387	1
GSTUMT00000550001 	scaffold_200	2790	2740	307	13.25180466	1.72626329	-2.939737789	0.478280147	1
GSTUMT00000551001 	scaffold_200	1884	3647	2278	26.12062299	18.96905449	-0.461520714	0.9408591	1
GSTUMT00000552001 	scaffold_200	3159	691	2631	2.951597185	13.06604306	2.145876258	0.543454039	1
GSTUMT00000553001 	scaffold_201	2576	274	2417	1.435269216	14.71985915	3.357463774	0.37323952	1
GSTUMT00000554001 	scaffold_201	2414	3716	4419	20.77146392	28.71835757	0.467351126	0.860566013	1
GSTUMT00000555001 	scaffold_201	1357	3849	4305	38.27337225	49.76983156	0.378921775	0.879214932	1
GSTUMT00000556001 	scaffold_201	6547	3757	26336	7.743325578	63.10740692	3.026620694	0.412686573	1
GSTUMT00000560001 	scaffold_201	1663	1167	1381	9.469068817	13.02789627	0.460268059	0.86265617	1
GSTUMT00000561001 	scaffold_201	2130	29	1070	0.183716034	7.880922142	5.415166494	0.193399269	1
GSTUMT00000562001 	scaffold_201	1699	4209	8217	33.42829398	75.87396343	1.18251103	0.715139959	1
GSTUMT00000563001 	scaffold_201	999	1326	717	17.91045842	11.2596925	-0.66958726	0.897081422	1
GSTUMT00000564001 	scaffold_201	2312	27906	2213	162.8689986	15.01642139	-3.43901186	0.407066184	1
GSTUMT00000565001 	scaffold_201	1332	7208	558	73.01956126	6.572079933	-3.473661323	0.403344847	1
GSTUMT00000566001 	scaffold_201	1263	1541	314	16.46371935	3.900310304	-2.077347263	0.619813787	1
GSTUMT00000567001 	scaffold_201	828	1372	456	22.35900333	8.639873198	-1.371671387	0.752797382	1
GSTUMT00000568001 	scaffold_201	129	2	1	0.209203503	0.121613882	-0.77766438	1	1
GSTUMT00000569001 	scaffold_201	1287	2754	1951	28.87447224	23.78217581	-0.279903167	0.979901282	1
GSTUMT00000570001 	scaffold_201	2137	1726	724	10.898455	5.315044522	-1.035830906	0.820288966	1
GSTUMT00000571001 	scaffold_201	1277	631	127	6.667563001	1.560219446	-2.094702573	0.621006375	1
GSTUMT00000572001 	scaffold_201	579	13	248	0.302965694	6.719639586	4.466618123	0.282294644	1
GSTUMT00000573001 	scaffold_201	721	977	231	18.2847053	5.02631356	-1.862856694	0.660092784	1
GSTUMT00000574001 	scaffold_201	2645	3629	1378	18.51356085	8.173280504	-1.179496674	0.790179727	1
GSTUMT00000575001 	scaffold_201	1489	3139	2572	28.44626712	27.09874194	-0.070010948	0.975205019	1
GSTUMT00000577001 	scaffold_207	1657	7352	133167	59.87033055	1260.802236	4.396334	0.26400857	1
GSTUMT00000578001 	scaffold_207	2039	4202	2476	27.80785488	19.05049556	-0.545640083	0.922827668	1
GSTUMT00000579001 	scaffold_207	932	283	150	4.097313448	2.524923413	-0.698219432	0.894644217	1
GSTUMT00000580001 	scaffold_207	6564	1994	1454	4.099069176	3.475111126	-0.238174047	0.988922447	1
GSTUMT00000582001 	scaffold_207	1641	4906	685	40.34109003	6.548696345	-2.622785901	0.525821331	1
GSTUMT00000583001 	scaffold_207	2924	33355	21236	153.9260918	113.9379001	-0.433986789	0.946564389	1
GSTUMT00000585001 	scaffold_207	3884	65774	1379	228.5092047	5.57003479	-5.358169458	0.21657983	1
GSTUMT00000586001 	scaffold_207	926	2169	131	31.60656005	2.219387684	-3.831386169	0.362176445	1
GSTUMT00000587001 	scaffold_207	1563	231	55	1.994259492	0.552047661	-1.851100666	0.67494059	1
GSTUMT00000590001 	scaffold_207	2382	1653	685	9.363964583	4.511507432	-1.05334423	0.816735531	1
GSTUMT00000600001 	scaffold_204	3021	2810	4832	12.55117141	25.09279642	0.999393793	0.751388587	1
GSTUMT00000601001 	scaffold_204	4241	3989	7712	12.69183536	28.52801875	1.168415748	0.717896294	1
GSTUMT00000602001 	scaffold_204	673	2524	5111	50.60610967	119.141669	1.235278198	0.70511037	1
GSTUMT00000603001 	scaffold_204	1343	5192	6450	52.16597599	75.3453691	0.530401185	0.84725478	1
GSTUMT00000604001 	scaffold_204	3042	4443	4988	19.70814594	25.72409459	0.384311121	0.878039127	1
GSTUMT00000605001 	scaffold_204	390	66	15	2.283536693	0.603391954	-1.918345255	0.701821504	1
GSTUMT00000606001 	scaffold_204	5194	4885	4543	12.69086688	13.72188118	0.112679118	0.935898113	1
GSTUMT00000607001 	scaffold_204	2780	2644	411	12.83350609	2.319369216	-2.467601487	0.551818071	1
GSTUMT00000608001 	scaffold_204	1362	66	62	0.653876146	0.714146718	0.127017172	0.942924347	1
GSTUMT00000610001 	scaffold_204	3430	18007	15028	70.83956905	68.73531529	-0.043503285	0.969360195	1
GSTUMT00000611001 	scaffold_204	1690	5982	796	47.7626451	7.3892307	-2.692221634	0.51466314	1
GSTUMT00000612001 	scaffold_204	123	27	21	2.962015445	2.678471601	-0.145117621	1	1
GSTUMT00000613001 	scaffold_204	812	449	422	7.461376891	8.153222316	0.127912065	0.9341195	1
GSTUMT00000614001 	scaffold_204	1222	932	367	10.29137427	4.711592493	-1.126982985	0.802741145	1
GSTUMT00000615001 	scaffold_204	1278	3972	1860	41.93793594	22.83257817	-0.877133301	0.852647262	1
GSTUMT00000616001 	scaffold_204	1465	6236	2669	57.43771413	28.58142066	-1.006895348	0.825419858	1
GSTUMT00000622001 	scaffold_208	885	0	0	0	0	0	NA	NA
GSTUMT00000630001 	scaffold_206	162	1	4	0.083293987	0.387362736	2.203903149	0.890378135	1
GSTUMT00000631001 	scaffold_206	1898	1305	5687	9.27775649	47.00671292	2.340894112	0.511611549	1
GSTUMT00000632001 	scaffold_206	2623	418	1980	2.150337641	11.84240099	2.460777559	0.494656897	1
GSTUMT00000633001 	scaffold_206	2917	3567	758	16.5004332	4.076670768	-2.01677413	0.628937708	1
GSTUMT00000634001 	scaffold_206	891	354	378	5.361103899	6.6555961	0.311985459	0.895715616	1
GSTUMT00000635001 	scaffold_206	1829	2767	7669	20.41381241	65.78060979	1.688068003	0.620693403	1
GSTUMT00000636001 	scaffold_206	1081	1085	229	13.54355608	3.323400273	-2.026547105	0.630069325	1
GSTUMT00000637001 	scaffold_206	1331	901	708	9.134302742	8.345033126	-0.130361893	0.988535828	1
GSTUMT00000638001 	scaffold_206	2362	1064	385	6.078415738	2.55713525	-1.248840138	0.77780601	1
GSTUMT00000639001 	scaffold_206	2294	341	347	2.005809258	2.37306112	0.242453579	0.910431813	1
GSTUMT00000640001 	scaffold_206	1169	177	1140	2.043089638	15.29900558	2.904001811	0.43323807	1
GSTUMT00000644001 	scaffold_209	1759	397	398	3.04546304	3.549687289	0.220963069	0.914635449	1
GSTUMT00000645001 	scaffold_209	1580	415	860	3.54421187	8.539141832	1.268388181	0.70124938	1
GSTUMT00000647001 	scaffold_209	812	2149	749	35.71157893	14.47100359	-1.303167649	0.765701264	1
GSTUMT00000648001 	scaffold_209	224	45	0	2.710773063	0	-11.40502074	0.303462019	1
GSTUMT00000649001 	scaffold_209	2018	71452	1709	477.7733196	13.28598518	-5.168243612	0.230802922	1
GSTUMT00000650001 	scaffold_209	732	578	499	10.65480298	10.69454537	0.005370736	0.959851946	1
GSTUMT00000652001 	scaffold_209	843	3228	752	51.66954265	13.99468504	-1.884359932	0.653207331	1
GSTUMT00000653001 	scaffold_209	5893	17134	4003	39.23295205	10.65668213	-1.880208956	0.652910165	1
GSTUMT00000656001 	scaffold_209	516	27	0	0.706061821	0	-9.465692551	0.419241449	1
GSTUMT00000658001 	scaffold_209	3072	478	4847	2.099594136	24.75281928	3.558781791	0.348758209	1
GSTUMT00000660001 	scaffold_209	2118	4737	2955	30.17908685	21.88791494	-0.463396518	0.940402911	1
GSTUMT00000661001 	scaffold_209	4074	10303	6099	34.12489637	23.48607652	-0.538999792	0.924103379	1
GSTUMT00000662001 	scaffold_209	1939	471	3017	3.277719343	24.41014526	2.896335664	0.431529533	1
GSTUMT00000663001 	scaffold_209	1650	1392	1342	11.3837135	12.75972852	0.16461271	0.925177745	1
GSTUMT00000665001 	scaffold_211	955	466	12493	6.584324268	205.2278196	4.961835046	0.219051252	1
GSTUMT00000666001 	scaffold_211	235	15	301	0.861295271	20.09423588	4.542527734	0.271934943	1
GSTUMT00000673001 	scaffold_211	1852	1753	1061	12.77231438	8.987673027	-0.506952864	0.931411178	1
GSTUMT00000679001 	scaffold_210	2521	344	785	1.841256372	4.885057431	1.407196977	0.675411457	1
GSTUMT00000681001 	scaffold_210	2247	105	13559	0.630543267	94.6667464	7.227847592	0.101933898	1
GSTUMT00000682001 	scaffold_210	1048	3	2172	0.038626792	32.51407484	9.68041686	0.049346924	1
GSTUMT00000683001 	scaffold_210	1217	284	3155	3.148882301	40.67070008	3.69065547	0.334837672	1
GSTUMT00000686001 	scaffold_212	928	1048	31	15.23849133	0.524066719	-4.859170185	0.264062931	1
GSTUMT00000687001 	scaffold_212	1633	1922	137	15.88165891	1.316155628	-3.591954732	0.39120094	1
GSTUMT00000696001 	scaffold_213	847	0	513	0	9.501820406	13.21414005	0.049245805	1
GSTUMT00000698001 	scaffold_213	1939	956	734	6.652865588	5.938696262	-0.163803565	0.995674331	1
GSTUMT00000699001 	scaffold_213	882	174	164	2.662007834	2.917078563	0.131962053	0.935765686	1
GSTUMT00000700001 	scaffold_213	2179	786	111	4.86736575	0.799168967	-2.605060976	0.534620382	1
GSTUMT00000706001 	scaffold_214	2391	732	2152	4.131047331	14.12002786	1.77291642	0.606794689	1
GSTUMT00000707001 	scaffold_214	701	2233	1192	42.98326201	26.67663829	-0.688177583	0.892755701	1
GSTUMT00000708001 	scaffold_214	789	324	180	5.541108741	3.579054937	-0.630453292	0.908081813	1
GSTUMT00000709001 	scaffold_214	1026	521	214	6.852026415	3.272195743	-1.066041367	0.816944184	1
GSTUMT00000710001 	scaffold_214	678	636	257	12.65773758	5.946703595	-1.089728879	0.811422349	1
GSTUMT00000711001 	scaffold_214	434	1388	1134	43.15472988	40.99172437	-0.074184248	0.976307251	1
GSTUMT00000712001 	scaffold_214	1149	40870	42588	479.9690959	581.4870932	0.276805128	0.900677318	1
GSTUMT00000718001 	scaffold_214	2709	2062	2775	10.27089577	16.07040587	0.645793668	0.82353143	1
GSTUMT00000719001 	scaffold_214	2223	1279	1969	7.763539157	13.89565798	0.839765765	0.784062288	1
GSTUMT00000720001 	scaffold_214	750	264	118	4.749756322	2.468275354	-0.944069486	0.845137956	1
GSTUMT00000722001 	scaffold_214	797	12051	4864	204.0297188	95.74323725	-1.09152882	0.807760947	1
GSTUMT00000723001 	scaffold_214	1025	1532	496	20.16803405	7.591553795	-1.409484861	0.745097658	1
GSTUMT00000724001 	scaffold_214	1485	1441	260	13.09381478	2.746753946	-2.252670928	0.589505379	1
GSTUMT00000725001 	scaffold_214	1495	2243	592	20.24495179	6.212313684	-1.704198671	0.687391364	1
GSTUMT00000727001 	scaffold_214	835	275	612	4.444008535	11.49841051	1.371301812	0.683158376	1
GSTUMT00000728001 	scaffold_214	3008	2955	4792	13.25587253	24.99262312	0.914819587	0.768331923	1
GSTUMT00000729001 	scaffold_215	1539	3993	3636	35.00977796	37.06449758	0.082277759	0.94244975	1
GSTUMT00000731001 	scaffold_215	1747	1	41	0.007723884	0.36818307	5.403221944	0.329123707	1
GSTUMT00000734001 	scaffold_216	486	4	259	0.11105865	8.360579051	6.221449499	0.169574335	1
GSTUMT00000735001 	scaffold_216	1548	4157	973	36.23579	9.86085895	-1.877523638	0.654171117	1
GSTUMT00000736001 	scaffold_216	793	204	156	3.471248029	3.08620147	-0.16957037	0.998352612	1
GSTUMT00000739001 	scaffold_216	69	0	0	0	0	0	NA	NA
GSTUMT00000743001 	scaffold_218	858	477	396	7.50170112	7.240703449	-0.051080989	0.972083796	1
GSTUMT00000744001 	scaffold_218	2226	1642	803	9.953519206	5.659306926	-0.814471352	0.866360862	1
GSTUMT00000745001 	scaffold_218	653	1017	194	21.01534082	4.660810133	-2.17254935	0.604740287	1
GSTUMT00000746001 	scaffold_218	2347	2040	1641	11.72858835	10.96903328	-0.09658448	0.981004717	1
GSTUMT00000747001 	scaffold_222	1021	950	705	12.55528366	10.83268807	-0.212885069	0.99458985	1
GSTUMT00000748001 	scaffold_222	2666	4181	1953	21.16160913	11.49251187	-0.880697824	0.851872518	1
GSTUMT00000749001 	scaffold_222	635	1184	295	25.15976863	7.288214627	-1.78734071	0.67332236	1
GSTUMT00000750001 	scaffold_222	2033	17109	5737	113.5575237	44.27110214	-1.358966217	0.753386652	1
GSTUMT00000751001 	scaffold_222	1522	5170	285	45.83577265	2.93767042	-3.963269997	0.3450913	1
GSTUMT00000752001 	scaffold_222	2614	3722	1653	19.21318885	9.920650116	-0.953520086	0.83671781	1
GSTUMT00000753001 	scaffold_222	1349	3819	6	38.20026491	0.069776979	-9.076124507	0.065226808	1
GSTUMT00000754001 	scaffold_222	4047	16431	2479	54.78472138	9.609840625	-2.511065408	0.542990304	1
GSTUMT00000756001 	scaffold_222	1683	591	4066	4.738403396	37.90147583	2.999514723	0.417323589	1
GSTUMT00000757001 	scaffold_222	1221	36	129	0.397846464	1.657474704	2.055951614	0.585628398	1
GSTUMT00000758001 	scaffold_222	780	80	462	1.383961632	9.292236093	2.74633505	0.461079661	1
GSTUMT00000763001 	scaffold_217	1194	0	0	0	0	0	NA	NA
GSTUMT00000766001 	scaffold_224	816	1487	2275	24.58948742	43.73852216	0.830837128	0.785756	1
GSTUMT00000777001 	scaffold_219	1056	757	736	9.672987517	10.93419359	0.17679618	0.923051528	1
GSTUMT00000778001 	scaffold_219	840	466	263	7.485749615	4.911897836	-0.607765268	0.911739465	1
GSTUMT00000780001 	scaffold_219	1411	9703	2291	92.79139068	25.47246289	-1.865011409	0.655921495	1
GSTUMT00000781001 	scaffold_219	1838	22629	10733	166.1301746	91.61118168	-0.858711469	0.85615805	1
GSTUMT00000783001 	scaffold_219	2479	5515	16942	30.0190992	107.2163488	1.836537717	0.594267956	1
GSTUMT00000784001 	scaffold_219	1007	989	775	13.25242903	12.07383106	-0.134362669	0.989349218	1
GSTUMT00000785001 	scaffold_219	4164	2121	2821	6.87319418	10.62833484	0.628788809	0.827037724	1
GSTUMT00000787001 	scaffold_223	715	143	425	2.698725183	9.325148382	1.788468827	0.610661283	1
GSTUMT00000788001 	scaffold_223	957	1833	1524	25.8451581	24.98307502	-0.048941041	0.97079724	1
GSTUMT00000790001 	scaffold_223	748	156	995	2.814178667	20.86864954	2.890107982	0.435777763	1
GSTUMT00000791001 	scaffold_223	1537	1603	2005	14.07305292	20.46507649	0.54019671	0.845666262	1
GSTUMT00000792001 	scaffold_223	4426	1537	2777	4.685879582	9.843223197	1.070649639	0.73758864	1
GSTUMT00000793001 	scaffold_223	3240	1460	1242	6.08046106	6.013806476	-0.01589965	0.963785377	1
GSTUMT00000794001 	scaffold_223	12717	1920	5756	2.037254207	7.100827733	1.800856373	0.600822059	1
GSTUMT00000795001 	scaffold_223	1441	620	630	5.805723849	6.858820408	0.240446381	0.909769756	1
GSTUMT00000796001 	scaffold_223	1239	729	488	7.939348904	6.17904529	-0.361584991	0.963027072	1
GSTUMT00000805001 	scaffold_225	2648	400	671	2.038312072	3.975368592	0.96336893	0.761198609	1
GSTUMT00000806001 	scaffold_225	4425	10589	5867	32.29017058	20.80059107	-0.63444586	0.903717222	1
GSTUMT00000807001 	scaffold_225	1899	635	470	4.512086601	3.882806571	-0.216643112	0.993995399	1
GSTUMT00000808001 	scaffold_225	600	201	524	4.520364681	13.70101997	1.599558402	0.64231502	1
GSTUMT00000809001 	scaffold_225	1894	2613	1372	18.61607419	11.36441277	-0.711976279	0.887624673	1
GSTUMT00000810001 	scaffold_225	1856	469	631	3.409757842	5.333646767	0.645300417	0.825473991	1
GSTUMT00000814001 	scaffold_220	2818	9251	3758	44.29720842	20.92129917	-1.082206953	0.809732292	1
GSTUMT00000815001 	scaffold_220	519	736	163	19.13546951	4.927119656	-1.9572155	0.644395844	1
GSTUMT00000817001 	scaffold_220	2329	5541	1454	32.10312632	9.794173222	-1.712615827	0.684805126	1
